symbol_id	symbol_name
'1101'	'台泥'
'1102'	'亞泥'
'1104'	'環泥'
'1108'	'幸福'
'1109'	'信大'
'1110'	'東泥'
'1203'	'味王'
'1210'	'大成'
'1213'	'大飲'
'1215'	'卜蜂'
'1216'	'統一'
'1217'	'愛之味'
'1219'	'福壽'
'1220'	'台榮'
'1225'	'福懋油'
'1227'	'佳格'
'1229'	'聯華'
'1231'	'聯華食'
'1232'	'大統益'
'1233'	'天仁'
'1234'	'黑松'
'1236'	'宏亞'
'1256'	'F-鮮活'
'1258'	'F-其祥'
'1259'	'安心'
'1262'	'F-綠悅'
'1264'	'德麥'
'1301'	'台塑'
'1303'	'南亞'
'1304'	'台聚'
'1305'	'華夏'
'1307'	'三芳'
'1308'	'亞聚'
'1310'	'台苯'
'1312'	'國喬'
'1312A'	'國喬特'
'1313'	'聯成化'
'1315'	'達新'
'1319'	'東陽'
'1323'	'永裕'
'1324'	'地球'
'1325'	'恆大'
'1326'	'台化'
'1337'	'F-再生'
'1338'	'F-廣華'
'1339'	'昭輝'
'1340'	'F-勝悅'
'1402'	'遠東新'
'1409'	'新纖'
'1410'	'南染'
'1414'	'東和紡'
'1416'	'廣豐'
'1419'	'新光紡'
'1434'	'福懋興'
'1436'	'福益'
'1439'	'中和'
'1440'	'南紡'
'1442'	'名軒'
'1444'	'力麗'
'1445'	'大宇'
'1446'	'宏和'
'1451'	'年興'
'1452'	'宏益纖'
'1453'	'大將'
'1454'	'台富'
'1455'	'集盛'
'1457'	'宜進實'
'1459'	'聯發'
'1460'	'宏遠興'
'1463'	'強盛'
'1464'	'得力'
'1465'	'偉全'
'1470'	'大統染'
'1473'	'台南'
'1474'	'弘裕'
'1476'	'儒鴻'
'1477'	'聚陽'
'1503'	'士電'
'1504'	'東元'
'1507'	'永大'
'1513'	'中興電'
'1514'	'亞力'
'1515'	'力山'
'1516'	'川飛'
'1517'	'利奇'
'1519'	'華城'
'1521'	'大億'
'1522'	'堤維西'
'1525'	'江申'
'1526'	'日馳'
'1527'	'鑽全'
'1528'	'恩德'
'1530'	'亞崴'
'1531'	'高林股'
'1532'	'勤美'
'1533'	'車王電'
'1535'	'中宇'
'1536'	'和大'
'1537'	'廣隆'
'1539'	'巨庭'
'1540'	'喬福'
'1541'	'錩泰'
'1558'	'伸興'
'1560'	'中砂'
'1565'	'精華'
'1566'	'捷邦'
'1568'	'倉佑'
'1570'	'力肯'
'1580'	'新麥'
'1582'	'信錦'
'1583'	'程泰'
'1586'	'和勤'
'1589'	'F-永冠'
'1590'	'F-亞德'
'1592'	'F-英瑞'
'1593'	'祺驊'
'1595'	'川寶'
'1597'	'直得'
'1599'	'宏佳騰'
'1603'	'華電'
'1604'	'聲寶'
'1605'	'華新麗華'
'1612'	'宏泰'
'1614'	'三洋電'
'1615'	'大山'
'1617'	'榮星'
'1618'	'合機'
'1701'	'中化'
'1702'	'南僑'
'1704'	'榮化'
'1707'	'葡萄王'
'1708'	'東鹼'
'1709'	'和益'
'1710'	'東聯'
'1711'	'永光'
'1712'	'興農'
'1713'	'國化'
'1714'	'和桐'
'1715'	'萬洲'
'1717'	'長興'
'1718'	'中纖'
'1720'	'生達'
'1722'	'台肥'
'1723'	'中碳'
'1724'	'台硝'
'1725'	'元禎'
'1726'	'永記'
'1727'	'中華化'
'1730'	'花仙子'
'1731'	'美吾華'
'1733'	'五鼎'
'1734'	'杏輝'
'1735'	'日勝化'
'1736'	'喬山'
'1737'	'台鹽'
'1752'	'南光'
'1762'	'中化合成'
'1773'	'勝一'
'1776'	'展宇'
'1777'	'生泰'
'1784'	'訊聯'
'1786'	'科妍'
'1787'	'福盈科'
'1788'	'杏昌'
'1789'	'神隆'
'1805'	'寶徠'
'1808'	'潤隆'
'1809'	'中釉'
'1810'	'和成'
'1813'	'寶利徠'
'1815'	'富喬'
'1817'	'凱撒衛'
'1904'	'正隆'
'1905'	'華紙'
'1906'	'寶隆'
'1907'	'永豐餘'
'1909'	'榮成'
'2002'	'中鋼'
'2002A'	'中鋼特'
'2006'	'東和鋼'
'2010'	'春源'
'2012'	'春雨'
'2013'	'中鋼構'
'2015'	'豐興鋼'
'2024'	'志聯'
'2027'	'大成鋼'
'2029'	'盛餘'
'2031'	'新光鋼'
'2032'	'新鋼'
'2034'	'允強'
'2049'	'上銀科'
'2059'	'川湖'
'2062'	'橋椿'
'2063'	'世鎧'
'2064'	'晉椿'
'2066'	'世德'
'2069'	'運錩'
'2101'	'南港'
'2102'	'泰豐'
'2103'	'台橡'
'2104'	'中橡'
'2105'	'正新'
'2106'	'建大'
'2107'	'厚生'
'2108'	'南帝'
'2109'	'華豐'
'2114'	'鑫永銓'
'2115'	'F-六暉'
'2201'	'裕隆'
'2204'	'中華'
'2206'	'三陽'
'2207'	'和泰車'
'2208'	'台船'
'2221'	'大甲'
'2227'	'裕日車'
'2228'	'劍麟'
'2230'	'泰茂'
'2231'	'為升'
'2233'	'宇隆'
'2235'	'謚源'
'2236'	'F-百達'
'2239'	'F-英利'
'2301'	'光寶科'
'2302'	'麗正'
'2303'	'聯電'
'2308'	'台達電'
'2311'	'日月光'
'2312'	'金寶'
'2313'	'華通'
'2316'	'楠梓電'
'2317'	'鴻海'
'2324'	'仁寶'
'2325'	'矽品'
'2327'	'國巨'
'2328'	'廣宇'
'2330'	'台積電'
'2331'	'精英'
'2332'	'友訊'
'2338'	'光罩'
'2340'	'光磊'
'2344'	'華邦電'
'2345'	'智邦'
'2347'	'聯強'
'2351'	'順德'
'2352'	'佳世達'
'2353'	'宏碁'
'2354'	'鴻準'
'2355'	'敬鵬'
'2356'	'英業達'
'2357'	'華碩'
'2359'	'所羅門'
'2360'	'致茂'
'2362'	'藍天'
'2365'	'昆盈'
'2367'	'燿華'
'2369'	'菱生'
'2373'	'震旦行'
'2374'	'佳能'
'2376'	'技嘉'
'2377'	'微星'
'2379'	'瑞昱'
'2382'	'廣達'
'2383'	'台光電'
'2385'	'群光'
'2387'	'精元'
'2390'	'云辰'
'2392'	'正崴'
'2393'	'億光'
'2395'	'研華'
'2397'	'友通'
'2401'	'凌陽'
'2404'	'漢唐'
'2408'	'南亞科'
'2409'	'友達'
'2412'	'中華電'
'2413'	'環科'
'2414'	'精技'
'2415'	'錩新'
'2417'	'圓剛'
'2419'	'仲琦'
'2420'	'新巨'
'2421'	'建準'
'2423'	'固緯'
'2425'	'承啟'
'2426'	'鼎元'
'2427'	'三商電'
'2428'	'興勤'
'2430'	'燦坤'
'2431'	'聯昌'
'2433'	'互盛電'
'2436'	'偉詮'
'2437'	'旺詮'
'2439'	'美律'
'2441'	'超豐'
'2442'	'新美齊'
'2444'	'友旺'
'2449'	'京元電'
'2450'	'神腦'
'2451'	'創見'
'2453'	'凌群'
'2454'	'聯發科'
'2455'	'全新'
'2456'	'奇力新'
'2458'	'義隆電'
